Name of Initiative, Organization Name,Location Name,Location 1,Street Address Line 1,Street Address Line 2,City,State,ZIP Code,Telephone Number,NPI,Category,Unique ID
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Young Mens Christian Association Of Silicon Valley,Ymca Of Silicon Valley,"80 Saratoga Ave Santa Clara, CA 95051 (37.325075, -121.968422)",80 Saratoga Ave,,Santa Clara,CA,95051,(408) 351-6422,1316481872,Administrative Location,834
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Young Mens Christian Association Of Silicon Valley,Ymca Of Silicon Valley,"13500 Quito Rd Saratoga, CA 95070 (37.275443, -121.994214)",13500 Quito Rd,,Saratoga,CA,95070,(408) 351-6484,1316481872,Community Setting,824
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Young Mens Christian Association Of Silicon Valley,Ymca Of Silicon Valley,"5632 Santa Teresa Blvd San Jose, CA 95123 (37.245166, -121.860121)",5632 Santa Teresa Blvd,,San Jose,CA,95123,(408) 351-6484,1316481872,Community Setting,833
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Young Mens Christian Association Of Silicon Valley,Ymca Of Silicon Valley,"1717 The Alameda San Jose, CA 95126 (37.338139, -121.920049)",1717 The Alameda,,San Jose,CA,95126,(408) 351-6484,1316481872,Community Setting,827
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Young Mens Christian Association Of Silicon Valley,Ymca Of Silicon Valley,"1975 S White Rd San Jose, CA 95148 (37.343254, -121.807594)",1975 S White Rd,,San Jose,CA,95148,(408) 351-6484,1316481872,Community Setting,828
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Queens Medical Center,Empower Health,"91-6390 Kapolei Pkwy Ste 200 Ewa Beach HI 96706 (21.320515, -158.023773)",91-6390 Kapolei Pkwy,Ste 200,Ewa Beach,HI,96706,(808) 691-4600,1184612764,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Queens Medical Center,The Queens Medical Center,"91-2127 Fort Weaver Rd  Ewa Beach HI 96706 (21.37429, -158.029169)",91-2127 Fort Weaver Rd,,Ewa Beach,HI,96706,(808) 691-3362,1184612764,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Hamakua Health Center, Inc.",Hamakua Kohala Health,"55-524 Hawi Rd Hawi, HI 96719 (20.236338, -155.830673)",55-524 Hawi Rd,,Hawi,HI,96719,(808) 889-6236,1093868416,Community Setting,216
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Hamakua Health Center, Inc.",Hamakua Kohala Health,"45-549 Plumeria St Honokaa, HI 96727 (20.076245, -155.470619)",45-549 Plumeria St,,Honokaa,HI,96727,(808) 775-7204,1093868416,Administrative Location,217
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Hawaii Primary Care Association,Hawaii Primary Care Association,"45-549 Plumeria St  Honokaa HI 96727 (20.076447, -155.469603)",45-549 Plumeria St,,Honokaa,HI,96727,(808) 775-7204,1245839117,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Hawaii Primary Care Association,Hawaii Primary Care Association,"56-119 Pualalea St  Kahuku HI 96731 (21.676001, -157.953483)",56-119 Pualalea St,,Kahuku,HI,96731,(808) 293-9231,1245839117,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Young Mens Christian Association Of Honolulu,Windward Ymca,"1200 Kailua Rd Kailua, HI 96734 (21.385038, -157.752354)",1200 Kailua Rd,,Kailua,HI,96734,(808) 541-5256,1083850234,Community Setting,822
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Hawaii Primary Care Association,Hawaii Primary Care Association,"75-5751 Kuakini Hwy Ste 203 Kailua Kona HI 96740 (19.642904, -156.005427)",75-5751 Kuakini Hwy,Ste 203,Kailua Kona,HI,96740,(808) 326-3882,1245839117,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Hamakua Health Center, Inc.",Hamakua Kohala Health,"53-3925 Akoni Pule Hwy Kapaau, HI 96755 (20.23090000700006, -155.79671000899998)",53-3925 Akoni Pule Hwy,53-3925 Akoni Pule Hwy,Kapaau,HI,96755,(808) 889-6236,1093868416,Administrative Location,215
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Hawaii Primary Care Association,Hawaii Primary Care Association,"302 California Ave Ste 106 Wahiawa HI 96786 (21.495841, -158.031356)",302 California Ave,Ste 106,Wahiawa,HI,96786,(808) 622-1619,1245839117,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Young Mens Christian Association Of Honolulu,Mililani Ymca,"95-1190 Hikikaulia St Mililani, HI 96789 (21.451405, -158.009762)",95-1190 Hikikaulia St,,Mililani,HI,96789,(808) 541-5256,1083850234,Community Setting,820
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Waianae District Comprehensive Health And Hospital Board, Incorporated",Waianae Coast Comprehensive Health Center,"86-260 Farrington Hwy Waianae, HI 96792 (21.42935, -158.180662)",86-260 Farrington Hwy,,Waianae,HI,96792,(808) 697-3300,1275566424,Administrative Location,734
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Waianae District Comprehensive Health And Hospital Board, Incorporated",Waianae Coast Comprehensive Health Center,"86-260 Farrington Hwy Waianae, HI 96792 (21.42935, -158.180662)",86-260 Farrington Hwy,,Waianae,HI,96792,(808) 697-3300,1275566424,Community Setting,735
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Hawaii Primary Care Association,Hawaii Primary Care Association,"41-1347 Kalanianaole Hwy  Waimanalo HI 96795 (21.347401, -157.71615)",41-1347 Kalanianaole Hwy,,Waimanalo,HI,96795,(808) 954-7162,1245839117,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Qsi Inc,Qsi Inc,"94-615 Kupuohi St Waipahu, HI 96797 (21.389755, -158.033564)",94-615 Kupuohi St,,Waipahu,HI,96797,(808) 677-5999,7091197,Administrative Location,927
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Young Mens Christian Association Of Honolulu,Leeward Ymca,"94-440 Mokuola St Waipahu, HI 96797 (21.387958, -158.006587)",94-440 Mokuola St,,Waipahu,HI,96797,(808) 541-5256,1083850234,Community Setting,819
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Hawaii Primary Care Association,Hawaii Primary Care Association,"1003 Bishop St Ste 1810 Honolulu HI 96813 (21.308628, -157.860543)",1003 Bishop St,Ste 1810,Honolulu,HI,96813,(808) 927-3173,1245839117,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Young Mens Christian Association Of Honolulu,Nuuanu Ymca,"1441 Pali Hwy Honolulu, HI 96813 (21.313373, -157.855701)",1441 Pali Hwy,,Honolulu,HI,96813,(808) 541-5256,1083850234,Community Setting,821
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Young Mens Christian Association Of Honolulu,Ymca Of Honolulu - Metro,"1441 Pali Hwy Honolulu, HI 96813 (21.313373, -157.855701)",1441 Pali Hwy,,Honolulu,HI,96813,(808) 541-5256,1083850234,Administrative Location,823
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Hawaii,National Kidney Foundation Of Hawaii,"1314 S King St Ste 1555 Honolulu HI 96814 (21.299375, -157.841351)",1314 S King St,Ste 1555,Honolulu,HI,96814,(808) 593-1515,1477156677,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Young Mens Christian Association Of Honolulu,Kaimuki-Waialae Ymca,"4835 Kilauea Ave Honolulu, HI 96816 (21.279328, -157.784389)",4835 Kilauea Ave,,Honolulu,HI,96816,(808) 541-5256,1083850234,Community Setting,817
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Young Mens Christian Association Of Honolulu,Kalihi Ymca,"1335 Kalihi St Honolulu, HI 96819 (21.333696, -157.872126)",1335 Kalihi St,,Honolulu,HI,96819,(808) 541-5256,1083850234,Community Setting,818
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Providence Health & Services Oregon,Providence Medical Group,"3601 Sw Murray Blvd Beaverton, OR 97005 (45.494729, -122.826355)",3601 Sw Murray Blvd,Ste 61,Beaverton,OR,97005,(503) 215-1290,1003319724,Administrative Location,574
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Providence Health & Services Oregon,Providence Medical Group,"12345 Sw Horizon Blvd Beaverton, OR 97007 (45.431561, -122.830034)",12345 Sw Horizon Blvd,Ste 57,Beaverton,OR,97007,(503) 215-1290,1003319724,Administrative Location,554
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Providence Health & Services Oregon,Providence Medical Group,"200 S Hazel Dell Way Canby, OR 97013 (45.267382, -122.674482)",200 S Hazel Dell Way,Ste 205,Canby,OR,97013,(503) 215-1290,1003319724,Administrative Location,570
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Gobble Shults & Associates Inc,Gobble Shults & Associates Inc,"8800 Se Sunnyside Rd Clackamas, OR 97015 (45.433162, -122.573036)",8800 Se Sunnyside Rd,Ste 224south,Clackamas,OR,97015,(503) 652-5070,1275604399,Administrative Location,185
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Providence Health & Services Oregon,Providence Medical Group,"16180 Se Sunnyside Rd Happy Valley, OR 97015 (45.426891, -122.497984)",16180 Se Sunnyside Rd,,Happy Valley,OR,97015,(503) 215-1290,1003319724,Administrative Location,561
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Providence Health & Services Oregon,Providence Medical Group,"9290 Se Sunnybrook Blvd Clackamas, OR 97015 (45.429835, -122.568992)",9290 Se Sunnybrook Blvd,Ste 120,Clackamas,OR,97015,(503) 215-1290,1003319724,Administrative Location,591
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Providence Health & Services Oregon,Providence Medical Group,"440 Nw Division St Gresham, OR 97030 (45.504432, -122.436775)",440 Nw Division St,,Gresham,OR,97030,(503) 215-1290,1003319724,Administrative Location,578
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Providence Health & Services Oregon,Providence Medical Group,"1130 Tucker Rd Hood River, OR 97031 (45.68575, -121.52535)",1130 Tucker Rd,,Hood River,OR,97031,(503) 215-1290,1003319724,Community Setting,552
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Providence Health & Services Oregon,Providence Medical Group,"1151 May St Hood River, OR 97031 (45.70416, -121.523167)",1151 May St,Ste 201,Hood River,OR,97031,(503) 215-1290,1003319724,Administrative Location,553
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Providence Health & Services Oregon,Providence Medical Group,"4004 Kruse Way Pl Lake Oswego, OR 97035 (45.417632, -122.717792)",4004 Kruse Way Pl,Ste 300,Lake Oswego,OR,97035,(503) 215-1290,1003319724,Administrative Location,575
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Providence Health & Services Oregon,Providence Medical Group,"110 Center Ave Molalla, OR 97038 (45.147846, -122.575167)",110 Center Ave,,Molalla,OR,97038,(503) 215-1290,1003319724,Administrative Location,551
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Providence Health & Services Oregon,Providence Medical Group,"1500 Division St Oregon City, OR 97045 (45.356647, -122.588371)",1500 Division St,,Oregon City,OR,97045,(503) 215-1290,1003319724,Administrative Location,558
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Providence Health & Services Oregon,Providence Medical Group,"1511 Division St Oregon City, OR 97045 (45.357493, -122.588354)",1511 Division St,,Oregon City,OR,97045,(503) 215-1290,1003319724,Administrative Location,559
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Oregon Wellness Network Llc,Ph Foundation Of Columbia County,"2370 Gable Rd Saint Helens, OR 97051 (45.849809, -122.833723)",2370 Gable Rd,,Saint Helens,OR,97051,(503) 397-4651,1598256281,Community Setting,512
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Providence Health & Services Oregon,Providence Medical Group,"1899 Blankenship Rd West Linn, OR 97068 (45.349029, -122.651869)",1899 Blankenship Rd,,West Linn,OR,97068,(503) 215-1290,1003319724,Administrative Location,569
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Providence Health & Services Oregon,Providence Medical Group,"29345 Sw Town Center Loop E Wilsonville, OR 97070 (45.308778, -122.760479)",29345 Sw Town Center Loop E,,Wilsonville,OR,97070,(503) 215-1290,1003319724,Administrative Location,573
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Providence Health & Services Oregon,Providence Medical Group,"171 N Larch St Cannon Beach, OR 97110 (45.897759, -123.961876)",171 N Larch St,Ste 16,Cannon Beach,OR,97110,(503) 215-1290,1003319724,Administrative Location,565
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Providence Health & Services Oregon,Providence Medical Group,"265 Se Oak St Hillsboro, OR 97123 (45.51882, -122.986717)",265 Se Oak St,Ste C,Hillsboro,OR,97123,(503) 215-1290,1003319724,Administrative Location,572
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Providence Health & Services Oregon,Providence Medical Group,"18610 Nw Cornell Rd Hillsboro, OR 97124 (45.534173, -122.868837)",18610 Nw Cornell Rd,,Hillsboro,OR,97124,(503) 215-1290,1003319724,Administrative Location,568
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Providence Health & Services Oregon,Providence Medical Group,"5555 Ne Elam Young Pkwy Hillsboro, OR 97124 (45.530069, -122.925067)",5555 Ne Elam Young Pkwy,,Hillsboro,OR,97124,(503) 215-1290,1003319724,Administrative Location,585
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Providence Health & Services Oregon,Providence Medical Group,"1001 Providence Dr Newberg, OR 97132 (45.308552, -122.933913)",1001 Providence Dr,,Newberg,OR,97132,(503) 215-1290,1003319724,Administrative Location,546
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Providence Health & Services Oregon,Providence Medical Group,"1003 Providence Dr Newberg, OR 97132 (45.308548, -122.933913)",1003 Providence Dr,Ste 210,Newberg,OR,97132,(503) 215-1290,1003319724,Administrative Location,547
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Providence Health & Services Oregon,Providence Medical Group,"725 S Wahanna Rd Seaside, OR 97138 (45.989367, -123.914805)",725 S Wahanna Rd,,Seaside,OR,97138,(503) 215-1290,1003319724,Administrative Location,586
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Providence Health & Services Oregon,Providence Medical Group,"16770 Sw Edy Rd Sherwood, OR 97140 (45.367299, -122.849493)",16770 Sw Edy Rd,,Sherwood,OR,97140,(503) 215-1290,1003319724,Administrative Location,563
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Oregon Wellness Network Llc,Tillamook Ymca,"610 Stillwell Ave Tillamook, OR 97141 (45.453602, -123.846058)",610 Stillwell Ave,,Tillamook,OR,97141,(503) 842-9622,1598256281,Community Setting,515
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Providence Health & Services Oregon,Providence Medical Group,"171 S Highway 101 Warrenton, OR 97146 (46.160516, -123.900152)",171 S Highway 101,,Warrenton,OR,97146,(503) 215-1290,1003319724,Administrative Location,566
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Legacy Good Samaritan Hospital And Medical Center,Legacy Good Samaritan Hospital,"1919 Nw Lovejoy St Portland, OR 97209 (45.529929, -122.691654)",1919 Nw Lovejoy St,,Portland,OR,97209,(503) 413-7557,1679597108,Administrative Location,317
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Providence Health & Services Oregon,Providence Medical Group,"4400 Ne Halsey St Portland, OR 97213 (45.533785, -122.618052)",4400 Ne Halsey St,Bldg 1-3,Portland,OR,97213,(503) 215-1290,1003319724,Administrative Location,579
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Providence Health & Services Oregon,Providence Medical Group,"4805 Ne Glisan St Portland, OR 97213 (45.526518, -122.614058)",4805 Ne Glisan St,,Portland,OR,97213,(503) 215-1290,1003319724,Administrative Location,580
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Providence Health & Services Oregon,Providence Medical Group,"5050 Ne Hoyt St Portland, OR 97213 (45.527223, -122.610863)",5050 Ne Hoyt St,Ste 240,Portland,OR,97213,(503) 215-1290,1003319724,Administrative Location,582
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Providence Health & Services Oregon,Providence Medical Group,"5050 Ne Hoyt St Portland, OR 97213 (45.527223, -122.610863)",5050 Ne Hoyt St,Ste 454,Portland,OR,97213,(503) 215-1290,1003319724,Administrative Location,583
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Providence Health & Services Oregon,Providence Medical Group,"5211 Ne Glisan St Portland, OR 97213 (45.526504, -122.609783)",5211 Ne Glisan St,Bldg C,Portland,OR,97213,(503) 215-1290,1003319724,Administrative Location,584
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Providence Health & Services Oregon,Providence Medical Group,"4920 N Interstate Ave Portland, OR 97217 (45.558633, -122.682157)",4920 N Interstate Ave,,Portland,OR,97217,(503) 215-1290,1003319724,Administrative Location,581
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Providence Health & Services Oregon,Providence Medical Group,"1321 Ne 99th Ave Portland, OR 97220 (45.53317, -122.563435)",1321 Ne 99th Ave,,Portland,OR,97220,(503) 215-1290,1003319724,Administrative Location,556
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Providence Health & Services Oregon,Providence Medical Group,"10150 Se 32nd Ave Milwaukie, OR 97222 (45.449714, -122.629791)",10150 Se 32nd Ave,,Milwaukie,OR,97222,(503) 215-1290,1003319724,Administrative Location,548
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Providence Health & Services Oregon,Providence Medical Group,"10202 Se 32nd Ave Milwaukie, OR 97222 (45.449733, -122.629792)",10202 Se 32nd Ave,Ste 101,Milwaukie,OR,97222,(503) 215-1290,1003319724,Administrative Location,549
